cell_name,sample,cell_type,cell_subtype,complexity,umap1,umap2,g1s_score,g2m_score,cell_cycle_phase,mp_top_score,mp_top,mp_assignment,source,cell_cohort
cy04.3_CD45pos_S70,Mel04.3,T_cell,T_Cell_CD4,4000,10.528,-0.6294,-0.019,0.1358,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S81,Mel04.3,T_cell,T_Cell_CD4,4081,8.1568,-2.5312,0.2079,-0.0167,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S45,Mel04.3,T_cell,T_cell,4518,3.0205,0.3928,0.0331,0.0026,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S33,Mel04.3,T_cell,T_cell,5093,10.078,1.7407,-0.0211,0.2544,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S62,Mel04.3,T_cell,T_Cell_CD8,3911,3.4935,-9.6208,0.2124,-0.1084,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S69,Mel04.3,T_cell,T_cell,5057,10.7125,0.7165,-0.1275,0.2274,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S9,Mel04.3,T_cell,T_Cell_CD8,4251,1.6551,2.2856,-0.0364,-0.0205,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S47,Mel04.3,T_cell,T_Cell_CD8,5564,-6.9137,-6.3798,0.1418,-0.2255,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S60,Mel04.3,T_cell,T_Cell_CD4,5145,-6.909,-6.2744,0.0274,-0.2279,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S216,Mel121.1,T_cell,T_Cell_CD4,5088,9.1135,-3.0896,0.0537,-0.0715,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S65,Mel04.3,T_cell,T_Cell_CD8,4332,2.2034,0.0618,-0.1061,0.0454,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S204,Mel121.1,B_cell,B_cell,4706,-11.3679,12.7647,-0.0891,-0.0426,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S14,Mel04.3,T_cell,T_Cell_CD8,4417,10.3219,-3.4763,0.005,-0.0823,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S32,Mel04.3,T_cell,T_Cell_CD4,4408,9.0256,-1.32,0.1481,0.0484,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S6,Mel04.3,T_cell,T_Cell_CD4,4767,7.9224,-2.1804,-0.0293,0.0896,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S75,Mel04.3,T_cell,T_Cell_CD8,4220,0.5784,2.3482,-0.0638,0.0431,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S86,Mel04.3,T_cell,T_Cell_CD4,3663,8.2828,-2.5277,0.1258,0.1068,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S250,Mel121.1,T_cell,T_cell,3707,-5.2915,-2.3999,0.1459,0.1913,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S31,Mel04.3,T_cell,T_Cell_CD4,3139,5.9442,0.5233,0.2265,0.0339,Not cycling,,"","",post.treatment,New
cy121.1_CD45neg_S289,Mel121.1,Malignant,Malignant,4151,-15.1697,-10.7987,-0.0019,0.1152,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S59,Mel04.3,T_cell,T_Cell_CD4,4973,10.3506,1.2291,-0.166,-0.2441,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S66,Mel04.3,T_cell,T_Cell_CD8,3770,4.0094,-2.0122,-0.0503,0.0617,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S232,Mel121.1,T_cell,T_Cell_CD8,4343,6.6371,-0.9877,-0.0269,-0.0262,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S17,Mel04.3,T_cell,T_Cell_CD8,3809,12.0545,-3.9503,0.0705,0.2315,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S215,Mel121.1,T_cell,T_Cell_CD8,4090,4.7383,-2.3952,-0.0322,-0.053,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S40,Mel04.3,T_cell,T_Cell_CD8,4205,2.2027,1.7328,0.1196,-0.0446,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S55,Mel04.3,T_cell,T_Cell_CD4,3650,7.5523,-1.6011,0.1121,-0.0415,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S200,Mel121.1,T_cell,T_Cell_CD8,4986,8.3606,-3.34,-0.0496,0.0732,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S21,Mel04.3,"",Unassigned,4114,-7.4653,-3.5139,,,"",,"","",post.treatment,New
cy121.1_CD45pos_S271,Mel121.1,T_cell,T_cell,4955,3.8197,-1.4185,-0.0057,0.2242,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S36,Mel04.3,T_cell,T_Cell_CD4,5635,-7.1779,-6.4554,0.0416,0.0012,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S28,Mel04.3,T_cell,T_Cell_CD8,3957,2.7686,1.0394,-0.1217,0.0927,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S89,Mel04.3,T_cell,T_Cell_CD8,4362,1.7438,1.2791,-0.1377,-0.0984,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S236,Mel121.1,T_cell,T_Cell_CD4,3965,8.94,-3.7431,0.1421,0.0903,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S37,Mel04.3,T_cell,T_Cell_CD4,4522,7.8079,-2.3392,-0.0844,-0.1991,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S1,Mel04.3,T_cell,T_cell,8327,4.4465,-0.112,0.1909,0.2738,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S57,Mel04.3,T_cell,T_cell,4809,10.3121,1.3604,-0.0332,0.0589,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S7,Mel04.3,Macrophage,Macrophage,4509,-8.1129,-1.8126,-0.0246,-0.3772,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S20,Mel04.3,T_cell,T_cell,2944,-3.8411,-1.5473,0.1002,0.0937,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S196,Mel121.1,B_cell,B_cell,4575,-10.1545,13.0695,0.0818,0.0533,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S195,Mel121.1,T_cell,T_Cell_CD8,3984,5.2555,-1.9025,-0.0226,0.0096,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S39,Mel04.3,NK_cell,NK_cell,4281,2.4707,-10.2588,0.0113,-0.0586,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S248,Mel121.1,NK_cell,NK_cell,4415,3.9797,-8.8626,-0.01,0.1368,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S72,Mel04.3,T_cell,T_Cell_CD8,5244,1.1906,1.613,-0.0599,0.3312,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S82,Mel04.3,NK_cell,NK_cell,3561,3.7383,-8.0578,-0.1093,-0.0022,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S235,Mel121.1,T_cell,T_cell,4444,9.7682,-0.1213,0.0474,0.0295,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S22,Mel04.3,NK_cell,NK_cell,7702,-7.4839,-6.4308,0.0879,-0.1959,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S27,Mel04.3,T_cell,T_Cell_CD8,3224,-3.7055,-1.8286,0.0459,0.1037,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S26,Mel04.3,T_cell,T_cell,2339,2.2277,-10.2394,-0.0299,0.1081,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S5,Mel04.3,T_cell,T_Cell_CD8,3600,2.9517,0.7318,-0.0696,0.0746,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S53,Mel04.3,T_cell,T_Cell_CD8,3918,2.794,0.4554,0.1133,0.0134,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S74,Mel04.3,T_cell,T_Cell_CD4,4063,6.1542,-1.3232,0.0732,-0.0269,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S261,Mel121.1,T_cell,T_cell,2172,-42.4431,7.8415,0.0769,-0.0215,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S87,Mel04.3,T_cell,T_Cell_CD4,3991,7.4582,-1.9869,-0.0055,0.3213,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S76,Mel04.3,NK_cell,NK_cell,3901,2.8463,-8.7321,-0.0541,0.0625,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S198,Mel121.1,T_cell,T_Cell_CD8,3613,3.1012,-1.8253,0.0499,-0.0392,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S285,Mel121.1,T_cell,T_cell,3620,-42.1147,7.8279,-0.0841,0.0697,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S208,Mel121.1,T_cell,T_cell,3353,-6.1401,-2.5246,0.1361,0.1512,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S49,Mel04.3,T_cell,T_cell,2755,3.4749,-0.523,0.1112,0.2148,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S95,Mel04.3,NK_cell,NK_cell,4104,2.4825,-10.1412,0.0379,0.0444,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S78,Mel04.3,T_cell,T_Cell_CD4,4065,9.9258,1.2427,0.1251,0.1112,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S272,Mel121.1,Macrophage,Macrophage,5526,-30.6312,17.66,-0.0863,0.0915,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S84,Mel04.3,T_cell,T_Cell_CD8,4433,2.562,0.9878,-0.1468,0.026,Not cycling,,"","",post.treatment,New
cy121.1_CD45neg_S296,Mel121.1,Malignant,Malignant,5809,-15.3898,-10.6001,0.0519,0.0349,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S25,Mel04.3,T_cell,T_Cell_CD4,4469,7.6848,-2.0706,0.0214,-0.0186,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S71,Mel04.3,T_cell,T_Cell_CD8,4852,1.539,2.5235,-0.0871,-0.0227,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S259,Mel121.1,T_cell,T_cell,4098,8.7312,-2.2437,-0.0163,0.0295,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S264,Mel121.1,T_cell,T_cell,3394,-42.3988,7.7841,0.152,-0.0355,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S88,Mel04.3,T_cell,T_Cell_CD8,3764,1.5294,2.908,0.1261,0.2261,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S30,Mel04.3,T_cell,T_Cell_CD8,4269,1.6515,2.5424,0.0566,0.1306,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S275,Mel121.1,T_cell,T_Cell_CD8,2735,-4.2948,-1.9333,0.0872,0.0906,Not cycling,,"","",post.treatment,New
cy121.1_CD45neg_S325,Mel121.1,Malignant,Malignant,5264,-15.4717,-10.5119,-0.108,0.0249,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S58,Mel04.3,B_cell,B_cell,4491,-9.5153,13.5193,0.0647,0.0484,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S35,Mel04.3,T_cell,T_Cell_CD8,5796,-6.8098,-6.0995,0.0982,-0.0278,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S96,Mel04.3,T_cell,T_cell,2339,-7.065,-5.9507,0.0518,-0.0567,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S43,Mel04.3,T_cell,T_Cell_CD4,4521,8.4785,-2.7235,0.0374,0.1055,Not cycling,,"","",post.treatment,New
cy121.1_CD45neg_S301,Mel121.1,"",Unassigned,6320,21.2967,-22.4734,,,"",,"","",post.treatment,New
cy121.1_CD45pos_S234,Mel121.1,T_cell,T_Cell_CD8,4351,8.5522,-2.3032,0.0477,0.0264,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S15,Mel04.3,B_cell,B_cell,4481,-11.5319,12.7354,0.061,0.0939,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S214,Mel121.1,NK_cell,NK_cell,4631,4.4711,-8.7535,0.0219,0.0017,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S213,Mel121.1,T_cell,T_Cell_CD8,4162,4.6142,-1.4894,0.0848,0.0446,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S51,Mel04.3,T_cell,T_cell,3361,10.9991,-3.4598,0.0714,0.101,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S207,Mel121.1,NK_cell,NK_cell,3843,3.7029,-9.0298,0.0303,-0.0633,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S41,Mel04.3,T_cell,T_Cell_CD8,3437,3.3374,-2.0484,0.0178,-0.0053,Not cycling,,"","",post.treatment,New
cy121.1_CD45neg_S291,Mel121.1,Endothelial,Endothelial,2474,-14.6738,-11.1881,0.1206,0.9176,G2/M,,"","",post.treatment,New
cy04.3_CD45pos_S3,Mel04.3,T_cell,T_Cell_CD4,2827,7.7462,-2.0627,0.2557,-0.019,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S42,Mel04.3,T_cell,T_Cell_CD8,3756,9.5422,-0.9645,0.1072,0.1321,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S193,Mel121.1,Macrophage,Macrophage,6259,5.766,-1.7539,0.0833,-0.1943,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S93,Mel04.3,T_cell,T_Cell_CD8,4630,2.7493,1.0783,-0.0522,0.1053,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S61,Mel04.3,T_cell,T_cell,3348,11.029,-4.3009,0.0289,-0.066,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S64,Mel04.3,T_cell,T_cell,4114,2.3622,-10.133,0.0077,0.1346,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S90,Mel04.3,NK_cell,NK_cell,4150,3.1145,-8.9086,-0.1384,0.0299,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S44,Mel04.3,T_cell,T_Cell_CD8,4598,2.3537,-9.9098,-0.052,0.2485,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S11,Mel04.3,T_cell,T_Cell_CD4,6413,-7.8945,-6.5463,0.1765,-0.1441,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S29,Mel04.3,T_cell,T_Cell_CD4,4108,2.9801,-8.9714,-0.0512,-0.0362,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S73,Mel04.3,T_cell,T_cell,4043,8.6059,-3.0785,-0.1371,-0.103,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S77,Mel04.3,T_cell,T_Cell_CD8,4206,2.2346,1.3227,-0.1421,-0.013,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S46,Mel04.3,T_cell,T_Cell_CD8,4620,1.2463,3.1388,-0.0113,0.1641,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S79,Mel04.3,T_cell,T_Cell_CD4,3462,12.5835,-5.1857,0.0267,-0.0241,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S48,Mel04.3,Macrophage,Macrophage,6513,-8.0223,-6.5726,0.077,-0.4111,Not cycling,,"","",post.treatment,New
cy121.1_CD45neg_S371,Mel121.1,Malignant,Malignant,3571,-14.7612,-10.8551,0.0037,0.1071,Not cycling,,"","",post.treatment,New
cy121.1_CD45neg_S382,Mel121.1,Malignant,Malignant,2198,-15.1455,-11.0901,-0.1897,-0.2002,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S205,Mel121.1,T_cell,T_Cell_CD4,4266,6.7029,-1.5593,-0.0148,0.0192,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S80,Mel04.3,T_cell,T_Cell_CD4,3888,7.026,-1.4092,-0.066,0.0421,Not cycling,,"","",post.treatment,New
cy04.3_CD45pos_S34,Mel04.3,NK_cell,NK_cell,5120,3.2517,-8.8127,-0.031,0.0412,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S292,Mel121.1,T_cell,T_cell,6362,-6.5992,-6.5224,0.0485,-0.0541,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S337,Mel121.1,T_cell,T_cell,3918,10.638,-2.4023,0.0816,-0.0651,Not cycling,,"","",post.treatment,New
cy128_CD45pos_S174,Mel128,B_cell,B_cell,3369,-11.0463,12.8631,0.136,0.0787,Not cycling,,"","",treatment.naive,New
cy129_CD45negCD90neg_S55,Mel129pa,Malignant,Malignant,2737,-17.9403,-8.179,-0.0565,-0.0699,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S185,Mel128,T_cell,T_cell,3766,13.0402,-5.1582,-0.0222,0.019,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S156,Mel128,B_cell,B_cell,3022,-11.9035,12.7041,7e-04,-0.0207,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S300,Mel121.1,Macrophage,Macrophage,4099,-27.1385,21.304,-0.0068,-0.2527,Not cycling,,"","",post.treatment,New
cy129_CD45negCD90neg_S2,Mel129pa,Malignant,Malignant,3267,-18.2494,-7.8677,1.2821,0.5884,G1/S,,"","",treatment.naive,New
cy121.1_CD45pos_S374,Mel121.1,B_cell,B_cell,3722,-11.6943,12.7107,0.1106,-0.0093,Not cycling,,"","",post.treatment,New
cy129_CD45negCD90neg_S6,Mel129pa,Malignant,Malignant,2339,-17.9712,-8.1651,-0.0633,-0.0306,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S122,Mel128,B_cell,B_cell,4022,-11.0896,13.4096,0.028,-0.0237,Not cycling,,"","",treatment.naive,New
cy129_CD45negCD90neg_S65,Mel129pa,Malignant,Malignant,3295,-18.1527,-7.779,0.2775,0.1028,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S333,Mel121.1,Macrophage,Macrophage,4984,-30.7999,18.0151,-0.0195,0.0208,Not cycling,,"","",post.treatment,New
cy129_CD45negCD90neg_S91,Mel129pa,Malignant,Malignant,1906,-18.0225,-8.2165,0.0076,0.0282,Not cycling,,"","",treatment.naive,New
cy128_CD45neg_S250,Mel128,Malignant,Malignant,4018,-15.0936,-11.5516,0.471,1.457,G2/M,,"","",treatment.naive,New
cy121.1_CD45pos_S312,Mel121.1,Macrophage,Macrophage,2300,-26.8241,20.901,-0.0176,-0.08,Not cycling,,"","",post.treatment,New
cy128_CD45pos_S136,Mel128,B_cell,B_cell,4345,-9.508,13.9973,0.0917,0.0101,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S366,Mel121.1,T_cell,T_cell,3430,8.4585,-4.4012,0.0134,0.036,Not cycling,,"","",post.treatment,New
cy128_CD45pos_S152,Mel128,T_cell,T_Cell_CD4,3484,13.5432,-4.9707,0.0726,-0.0306,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S360,Mel121.1,T_cell,T_Cell_CD4,4426,9.8493,-0.0806,0.0392,0.1575,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S355,Mel121.1,T_cell,T_Cell_CD8,3761,-8.4191,3.7851,0.0399,2.3559,G2/M,,"","",post.treatment,New
cy128_CD45pos_S130,Mel128,B_cell,B_cell,4293,-10.0009,13.4698,-0.1295,0.1664,Not cycling,,"","",treatment.naive,New
cy129_CD45negCD90neg_S25,Mel129pa,Malignant,Malignant,7135,-19.1803,-7.9824,0.0648,-0.2335,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S341,Mel121.1,T_cell,T_cell,3736,9.232,-2.6315,-0.0166,-0.0554,Not cycling,,"","",post.treatment,New
cy128_CD45pos_S112,Mel128,T_cell,T_cell,4394,4.1064,-1.0315,0.044,0.0661,Not cycling,,"","",treatment.naive,New
cy128_CD45neg_S219,Mel128,"",Unassigned,1960,-15.2161,-11.6982,,,"",,"","",treatment.naive,New
cy121.1_CD45pos_S303,Mel121.1,T_cell,T_Cell_CD4,4522,8.664,-3.5062,0.0583,0.0959,Not cycling,,"","",post.treatment,New
cy128_CD45neg_S255,Mel128,Malignant,Malignant,2341,-15.2371,-11.5839,0.3231,0.1535,Not cycling,,"","",treatment.naive,New
cy129_CD45negCD90neg_S43,Mel129pa,Malignant,Malignant,2795,-17.7696,-8.1005,0.0391,-0.0177,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S133,Mel128,T_cell,T_Cell_CD4,4262,13.263,-5.3281,0.2434,-0.0911,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S101,Mel128,T_cell,T_Cell_CD4,4014,12.9629,-5.109,-0.0278,0.1081,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S165,Mel128,T_cell,T_cell,4314,9.4025,-3.7568,0.1048,-0.0449,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S299,Mel121.1,T_cell,T_cell,4786,10.8083,0.5057,-0.1082,-0.0757,Not cycling,,"","",post.treatment,New
cy128_CD45pos_S97,Mel128,B_cell,B_cell,5296,6.4349,-2.1877,0.0323,0.0872,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S290,Mel121.1,T_cell,T_Cell_CD8,7926,-7.5121,-6.4971,0.0522,-0.1299,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S362,Mel121.1,T_cell,T_cell,4565,8.3935,-1.1716,-0.1049,-0.0882,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S327,Mel121.1,T_cell,T_Cell_CD4,4236,9.7002,0.3571,0.0317,-0.1479,Not cycling,,"","",post.treatment,New
cy129_CD45negCD90neg_S22,Mel129pa,Malignant,Malignant,9519,-19.1786,-7.7404,0.3847,0.3561,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S324,Mel121.1,T_cell,T_cell,3741,-42.146,7.7484,-0.0888,-0.133,Not cycling,,"","",post.treatment,New
cy129_CD45negCD90neg_S72,Mel129pa,Malignant,Malignant,2403,-17.8463,-8.1992,0.4554,0.1657,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S116,Mel128,B_cell,B_cell,4716,-10.1202,12.6194,0.1407,0.1507,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S141,Mel128,T_cell,T_Cell_CD8,3864,3.1411,-9.3069,-0.0399,-0.0343,Not cycling,,"","",treatment.naive,New
cy129_CD45negCD90neg_S79,Mel129pa,Malignant,Malignant,2062,-17.7226,-8.132,-0.1532,-0.1632,Not cycling,,"","",treatment.naive,New
cy129_CD45negCD90neg_S7,Mel129pa,Malignant,Malignant,2999,-18.2286,-7.9179,0.7313,0.2439,G1/S,,"","",treatment.naive,New
cy128_CD45pos_S109,Mel128,T_cell,T_cell,4244,13.7489,-4.6786,0.1445,0.0567,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S159,Mel128,T_cell,T_Cell_CD4,3926,11.7298,-3.6827,-0.0065,-0.0633,Not cycling,,"","",treatment.naive,New
cy128_CD45neg_S209,Mel128,Malignant,Malignant,2302,-14.9517,-11.3575,0.0095,-0.1584,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S301,Mel121.1,T_cell,T_Cell_CD8,3518,2.1876,0.5172,-0.0881,-0.0385,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S294,Mel121.1,T_cell,T_cell,3603,-42.1101,7.5919,-0.1346,-0.0344,Not cycling,,"","",post.treatment,New
cy128_CD45neg_S194,Mel128,Malignant,Malignant,3376,-15.1293,-11.6996,0.0463,-0.1471,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S180,Mel128,B_cell,B_cell,3603,-11.4532,12.558,0.0921,-0.0087,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S187,Mel128,B_cell,B_cell,3793,-11.0445,12.5811,-0.0233,0.0737,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S381,Mel121.1,Macrophage,Macrophage,5400,-31.1265,18.962,0.0957,0.0998,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S309,Mel121.1,T_cell,T_Cell_CD8,4430,6.8123,-2.8479,-0.0348,-0.0915,Not cycling,,"","",post.treatment,New
cy128_CD45pos_S186,Mel128,T_cell,T_Cell_CD4,3540,13.2307,-5.478,-0.045,0.1128,Not cycling,,"","",treatment.naive,New
cy129_CD45negCD90neg_S3,Mel129pa,Malignant,Malignant,4984,-18.5787,-7.6591,1.7011,0.3079,G1/S,,"","",treatment.naive,New
cy121.1_CD45pos_S336,Mel121.1,T_cell,T_cell,5069,9.7792,-2.6261,0.0867,-0.0355,Not cycling,,"","",post.treatment,New
cy128_CD45pos_S144,Mel128,T_cell,T_Cell_CD4,3967,13.346,-5.3658,0.1115,0.1078,Not cycling,,"","",treatment.naive,New
cy128_CD45neg_S231,Mel128,Malignant,Malignant,2800,-15.0861,-11.6047,-0.1946,-0.0456,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S150,Mel128,T_cell,T_Cell_CD4,3684,11.0933,-3.8708,-0.0401,0.1023,Not cycling,,"","",treatment.naive,New
cy128_CD45neg_S275,Mel128,Malignant,Malignant,13691,-7.3719,-0.9129,1.0925,0.8183,Intermediate,,"","",treatment.naive,New
cy128_CD45pos_S173,Mel128,T_cell,T_cell,3516,12.8716,-4.7511,0.0713,-0.0013,Not cycling,,"","",treatment.naive,New
cy128_CD45neg_S216,Mel128,Malignant,Malignant,4281,-15.0285,-11.5739,-0.0361,0.1077,Not cycling,,"","",treatment.naive,New
cy129_CD45negCD90neg_S70,Mel129pa,Malignant,Malignant,1877,-17.4958,-8.1754,-0.0079,-0.1592,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S293,Mel121.1,T_cell,T_Cell_CD8,4543,8.4993,-3.0751,-0.1374,0.0175,Not cycling,,"","",post.treatment,New
cy128_CD45pos_S179,Mel128,T_cell,T_Cell_CD8,4078,13.2203,-5.549,0.1988,-0.0749,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S125,Mel128,T_cell,T_cell,4004,6.725,-1.4897,-0.078,-0.0033,Not cycling,,"","",treatment.naive,New
cy129_CD45negCD90neg_S60,Mel129pa,Malignant,Malignant,4191,-18.1069,-7.6999,1.0691,0.6529,G1/S,,"","",treatment.naive,New
cy121.1_CD45pos_S289,Mel121.1,T_cell,T_cell,8314,5.3117,-1.0019,-0.1468,0.07,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S297,Mel121.1,B_cell,B_cell,5163,-10.0721,13.4935,-0.2294,0.2758,Not cycling,,"","",post.treatment,New
cy128_CD45neg_S256,Mel128,Malignant,Malignant,2856,-15.013,-11.5957,0.3067,0.1824,Not cycling,,"","",treatment.naive,New
cy129_CD45negCD90neg_S26,Mel129pa,Malignant,Malignant,2087,-11.6442,-5.6361,-0.221,-0.0871,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S190,Mel128,B_cell,B_cell,3119,-10.8523,12.7801,-0.1287,-0.0285,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S334,Mel121.1,T_cell,T_Cell_CD8,3827,5.4095,-2.0756,0.0767,-0.0815,Not cycling,,"","",post.treatment,New
cy128_CD45pos_S151,Mel128,T_cell,T_Cell_CD4,3686,13.3454,-5.2855,0.0356,-9e-04,Not cycling,,"","",treatment.naive,New
cy129_CD45negCD90neg_S85,Mel129pa,Malignant,Malignant,6272,-16.2935,-7.3671,-0.0122,-0.0169,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S376,Mel121.1,T_cell,T_Cell_CD8,4055,1.8277,0.9116,0.0679,0.1246,Not cycling,,"","",post.treatment,New
