cell_name,sample,cell_type,complexity,umap1,umap2,g1s_score,g2m_score,cell_cycle_phase,mp_top_score,mp_top,mp_assignment
CY89A_CD45_POS_4_A12_S396_comb,89,T_cell,4006,9.8099,9.7228,0.1894,-0.0292,Not cycling,0.3391,CD4 - Cytotoxic,""
CY89A_Core_15_C07_S31_comb,89,T_cell,3133,-2.4459,12.8497,0.2097,-0.0022,Not cycling,0.9603,CD8 - Memory/Naive1,""
CY89A_CD45_POS_4_E05_S437_comb,89,B_cell,4139,-19.0058,5.4401,-0.0435,-0.0451,Not cycling,0.6091,Respiration,""
CY89A_CD45_POS_6_H04_S184_comb,89,"",2519,9.1952,10.5102,,,"",,"",""
CY89A_CD45_POS_6_B12_S120_comb,89,T_cell,2125,9.3705,8.4448,0.1669,0.069,Not cycling,0.5582,CD8 - Chromatin,""
CY89A_CD45_POS_4_D07_S427_comb,89,Macrophage,3306,14.9061,-17.1514,0.2974,0.075,Not cycling,,"",""
CY89A_CD45_POS_4_E07_S439_comb,89,T_cell,3640,9.8641,9.4177,-0.0436,0.1024,Not cycling,0.2697,CD8 - Unassigned1,""
CY89A_CD45_POS_4_E12_S444_comb,89,T_cell,3586,9.6217,9.1427,-0.0264,-0.0576,Not cycling,0.8677,CD4 - Cytotoxic,""
CY89A_CD45_POS_6_D03_S135_comb,89,T_cell,4677,12.3771,7.5411,1.9704,0.9703,G1/S,3.5863,CD4 - Cell Cycle,CD4 - Cell Cycle
CY89A_Core_15_F04_S64_comb,89,B_cell,2256,-18.0343,10.2929,0.0058,-0.0461,Not cycling,0.4664,Plasma,""
CY89A_CD45_POS_4_D05_S425_comb,89,T_cell,4197,-2.6919,12.5557,0.0984,-0.2043,Not cycling,1.4437,CD8 - Memory/Naive1,CD8 - Memory/Naive1
CY89A_Core_15_C10_S34_comb,89,T_cell,2724,7.5841,9.5359,-0.0466,0.3264,Not cycling,2.0967,CD8 - Interferon,CD8 - Interferon
CY89A_CD45_POS_4_G05_S461_comb,89,B_cell,4783,-18.468,9.4497,0.0104,0.0535,Not cycling,0.7979,MHC-II,""
CY89A_CD45_POS_10_A06_S198_comb,89,T_cell,2166,-1.471,12.4295,0.065,-0.0102,Not cycling,1.0965,CD4 - Naive1,CD4 - Naive1
CY89A_CD45_POS_6_F10_S166_comb,89,T_cell,2934,5.0065,10.3136,-0.0198,-0.1169,Not cycling,0.4894,CD4 - Cytotoxic,""
CY89A_Core_15_B06_S18_comb,89,T_cell,3739,7.9255,7.8374,-0.0188,0.11,Not cycling,0.4024,CD8 - Cytotoxic,""
CY89A_CD45_POS_6_D06_S138_comb,89,"",3550,19.0873,36.4613,,,"",,"",""
CY89A_CD45_POS_6_G10_S178_comb,89,T_cell,2857,-2.4747,13.1689,0.0274,-0.1336,Not cycling,1.3329,CD4 - Naive1,CD4 - Naive1
CY89A_CD45_POS_6_F05_S161_comb,89,B_cell,3297,-18.7291,5.8366,-0.0235,-0.1373,Not cycling,0.3975,HSP/Stress,""
CY89A_Core_15_F05_S65_comb,89,B_cell,2041,-19.4849,5.9057,-0.043,0.0306,Not cycling,0.3236,MHC-II,""
CY89A_CD45_POS_4_F12_S456_comb,89,T_cell,5368,5.3498,19.1843,0.0516,0.1786,Not cycling,1.8166,CD4 - Dysfunction,""
CY89A_Core_15_G05_S77_comb,89,T_cell,4948,10.1207,7.96,-0.0547,2.3623,G2/M,3.121,CD8 - Interferon,CD8 - Interferon
CY89A_CD45_POS_6_C08_S128_comb,89,T_cell,2624,10.1682,10.0946,0.0264,-0.1606,Not cycling,1.1094,CD4 - Cytotoxic,CD4 - Cytotoxic
CY89A_CD45_POS_6_G02_S170_comb,89,T_cell,3646,-2.8169,12.7386,0.1355,0.1451,Not cycling,0.9243,CD4 - Naive1,""
CY89A_CD45_POS_10_A11_S203_comb,89,B_cell,2832,-18.4999,9.4158,0.2519,0.0365,Not cycling,0.3959,MHC-II,""
CY89A_Core_15_G06_S78_comb,89,T_cell,3923,9.8655,9.2119,0.1039,-0.112,Not cycling,0.8602,CD4 - Cytotoxic,""
CY89A_CD45_POS_4_D08_S428_comb,89,T_cell,3695,9.373,8.8282,-0.0462,-0.1571,Not cycling,0.4661,CD4 - Dysfunction,""
CY89A_CD45_POS_10_H07_S283_comb,89,T_cell,3302,-3.6605,13.3124,1.8808,0.1765,G1/S,1.6652,CD8 - Cell Cycle,CD8 - Cell Cycle
CY89A_CD45_POS_6_B08_S116_comb,89,T_cell,3371,9.8681,9.9543,0.0402,-0.1538,Not cycling,0.7415,CD4 - Cytotoxic,""
CY89A_CD45_POS_6_B02_S110_comb,89,T_cell,4199,7.9587,7.683,0.0358,0.1867,Not cycling,0.5155,CD4 - Dysfunction,""
CY89A_CD45_POS_4_G02_S458_comb,89,T_cell,4434,9.1084,8.8094,0.1197,0.096,Not cycling,0.4938,CD8 - Cytotoxic,""
CY89A_CD45_POS_6_G03_S171_comb,89,T_cell,3404,-2.4945,13.1786,-0.0899,0.0278,Not cycling,1.4666,CD8 - Memory/Naive1,CD8 - Memory/Naive1
CY89A_CD45_POS_4_G01_S457_comb,89,T_cell,4702,-2.4874,12.5997,-0.1341,0.1304,Not cycling,1.0568,CD4 - Naive1,CD4 - Naive1
CY89A_Core_15_E05_S53_comb,89,"",2607,-2.4607,13.1707,,,"",,"",""
CY89A_CD45_POS_6_G06_S174_comb,89,B_cell,4072,19.3444,36.7188,0.0505,0.2415,Not cycling,5.3272,Plasma,Plasma
CY89A_Core_15_C12_S36_comb,89,B_cell,3742,-18.5461,6.0952,0.0428,-0.0428,Not cycling,1.4305,Memory,""
CY89A_Core_15_C08_S32_comb,89,T_cell,2968,-3.8636,13.0317,0.0219,0.0457,Not cycling,1.5451,CD8 - Naive2,CD8 - Naive2
CY89A_Core_15_C09_S33_comb,89,T_cell,2976,10.1107,9.676,0.0243,-0.1232,Not cycling,1.5486,CD8 - Heat shock,""
CY89A_CD45_POS_6_D02_S134_comb,89,T_cell,3281,9.4635,9.1353,-0.1644,0.1792,Not cycling,0.7127,CD8 - Interferon,""
CY89A_CD45_POS_4_E02_S434_comb,89,T_cell,4394,-4.199,15.4401,0.0868,-0.0543,Not cycling,1.1233,CD8 - Naive2,CD8 - Naive2
CY89A_CD45_POS_4_D10_S430_comb,89,T_cell,5103,8.4595,8.4367,0.0112,0.2944,Not cycling,0.6822,CD4 - Unassigned,""
CY89A_CD45_POS_4_F07_S451_comb,89,B_cell,3865,-18.9354,7.9943,0.0887,-0.1363,Not cycling,0.3243,MHC-II,""
CY89A_Core_15_H12_S96_comb,89,T_cell,3262,-4.1211,13.8976,0.2024,-0.0993,Not cycling,1.1764,CD8 - Naive2,CD8 - Naive2
CY89A_CD45_POS_6_F06_S162_comb,89,Macrophage,5188,15.4464,-17.0318,-0.0683,0.0416,Not cycling,,"",""
CY89A_CD45_POS_10_B11_S215_comb,89,B_cell,3218,-18.0917,10.0237,-0.022,-0.1278,Not cycling,0.2093,Respiration,""
CY89A_CD45_POS_6_D10_S142_comb,89,T_cell,2769,9.6324,12.5739,0.0446,-0.174,Not cycling,0.5185,CD8 - Cytotoxic,""
CY89A_Core_15_H02_S86_comb,89,B_cell,3405,-18.2614,6.6694,-0.0362,-0.0603,Not cycling,2.3997,Interferon,Interferon
CY89A_Core_15_B05_S17_comb,89,T_cell,6964,13.183,7.1672,2.47,0.7525,G1/S,2.8968,CD4 - Cell Cycle,CD4 - Cell Cycle
CY89A_Core_15_A07_S7_comb,89,"",2406,-3.5895,14.7052,,,"",,"",""
CY89A_Core_15_B03_S15_comb,89,"",4311,24.8686,-10.2923,,,"",,"",""
CY89A_CD45_POS_4_H03_S471_comb,89,T_cell,3195,2.251,14.5939,0.2288,-0.1794,Not cycling,0.3102,CD8 - Chromatin,""
CY89A_CD45_POS_4_F08_S452_comb,89,T_cell,4355,9.7788,9.1295,0.1191,-0.1852,Not cycling,0.3879,CD8 - Chromatin,""
CY89A_CD45_POS_4_A08_S392_comb,89,T_cell,5176,10.1599,8.081,-0.0945,1.9889,G2/M,2.4041,CD4 - Cell Cycle,CD4 - Cell Cycle
CY89A_Core_15_G12_S84_comb,89,"",3188,-3.6769,13.2806,,,"",,"",""
CY89A_CD45_POS_6_E01_S145_comb,89,B_cell,4639,-16.9583,3.9599,0.4236,2.6233,G2/M,3.248,Cell Cycle,Cell Cycle
CY89A_CD45_POS_4_C04_S412_comb,89,T_cell,4628,12.197,7.5561,1.36,0.7509,G1/S,3.0775,CD8 - Cell Cycle,CD8 - Cell Cycle
CY89A_CD45_POS_4_C06_S414_comb,89,T_cell,5811,8.4854,8.484,0.0254,0.2454,Not cycling,0.175,CD8 - Interferon,""
CY89A_Core_15_A01_S1_comb,89,T_cell,2289,-0.7546,11.9545,0.1764,0.1946,Not cycling,0.9753,CD4 - Naive1,""
CY89A_CD45_POS_4_H10_S478_comb,89,T_cell,2186,1.7535,10.6337,0.115,-0.0765,Not cycling,0.3599,CD8 - Chromatin,""
CY89A_Core_15_G07_S79_comb,89,T_cell,3150,-3.3707,13.6986,0.1651,-0.1532,Not cycling,1.6232,CD8 - Memory/Naive1,CD8 - Memory/Naive1
CY89A_CD45_POS_10_A07_S199_comb,89,Malignant,3872,8.2865,9.0571,-0.2731,-0.0852,Not cycling,,"",""
CY89A_CD45_POS_6_D04_S136_comb,89,T_cell,6355,13.4388,-0.5124,0.5727,0.0774,Not cycling,-0.0088,CD8 - Unassigned2,""
CY89A_CD45_POS_6_B07_S115_comb,89,B_cell,2991,-19.2769,6.588,0.0236,0.0717,Not cycling,0.7193,MHC-II,""
CY89A_CD45_POS_6_C11_S131_comb,89,"",3356,-2.6287,13.3689,,,"",,"",""
CY89A_CD45_POS_4_C02_S410_comb,89,T_cell,4934,2.8023,15.8309,-0.035,-0.0242,Not cycling,0.5754,CD8 - Memory/Naive1,""
CY89A_CD45_POS_10_G06_S270_comb,89,T_cell,3338,8.0757,7.5756,-0.0272,-0.0613,Not cycling,0.1722,CD4 - Dysfunction,""
CY89A_Core_15_G01_S73_comb,89,T_cell,2717,3.9786,11.2608,0.2073,-0.0686,Not cycling,0.6411,CD8 - Cytotoxic,""
CY89A_CD45_POS_4_E09_S441_comb,89,T_cell,5740,16.241,11.0492,-0.0536,0.336,Not cycling,1.2398,CD4 - Unassigned,""
CY89A_CD45_POS_6_A11_S107_comb,89,B_cell,2890,-19.2933,6.2174,-0.083,-0.0868,Not cycling,0.8631,MHC-II,""
CY89A_CD45_POS_4_F04_S448_comb,89,Macrophage,4716,12.876,-16.808,-0.0503,-0.2525,Not cycling,,"",""
CY89A_CD45_POS_4_A09_S393_comb,89,T_cell,5565,8.2093,7.9657,0.26,0.0506,Not cycling,0.1413,CD8 - Unassigned2,""
CY89A_CD45_POS_4_G09_S465_comb,89,B_cell,3994,-17.0978,9.3948,-0.0152,-0.1705,Not cycling,0.2362,MHC-II,""
CY89A_CD45_POS_10_A10_S202_comb,89,T_cell,2058,-4.1356,13.4497,0.122,0.0518,Not cycling,1.2211,CD8 - Naive2,CD8 - Naive2
CY89A_CD45_POS_4_C05_S413_comb,89,"",4802,0.8072,11.0307,,,"",,"",""
CY89A_Core_15_C04_S28_comb,89,B_cell,2231,-18.1409,9.9758,-0.0238,-0.1083,Not cycling,0.3616,Metabolism/MYC,""
CY89A_CD45_POS_10_A02_S194_comb,89,"",3313,-18.2691,6.3377,,,"",,"",""
CY89A_Core_15_F12_S72_comb,89,T_cell,2507,-1.5397,12.576,-0.062,-0.088,Not cycling,0.8528,CD4 - Stress/HSP,""
CY89A_CD45_POS_6_F01_S157_comb,89,"",3250,-0.8064,6.9916,,,"",,"",""
CY89A_Core_15_G02_S74_comb,89,B_cell,3314,-18.2093,9.8921,-0.0123,-0.1244,Not cycling,1.1478,MHC-II,MHC-II
CY89A_Core_15_G11_S83_comb,89,T_cell,4149,7.3882,7.4595,0.1233,0.0336,Not cycling,0.5631,CD8 - Heat shock,""
CY89A_Core_15_A05_S5_comb,89,B_cell,3287,-17.4098,9.5927,-0.2206,-0.0217,Not cycling,0.8043,MHC-II,""
CY89A_CD45_POS_4_F09_S453_comb,89,Macrophage,6350,15.0638,-16.3002,-0.0151,0.1124,Not cycling,,"",""
CY89A_CD45_POS_4_B02_S398_comb,89,B_cell,4250,-17.9393,9.4908,0.0509,0.1178,Not cycling,0.701,MHC-II,""
CY89A_CD45_POS_6_C04_S124_comb,89,B_cell,3776,-17.3499,9.4749,-0.0032,-0.0415,Not cycling,1.0749,Interferon,Interferon
CY89A_Core_15_E11_S59_comb,89,B_cell,2430,-18.1819,6.8104,0.0649,-0.0348,Not cycling,0.5381,Memory,""
CY89A_CD45_POS_6_D09_S141_comb,89,"",2811,-3.0169,13.1855,,,"",,"",""
CY89A_CD45_POS_10_H04_S280_comb,89,T_cell,2820,11.9116,8.5129,1.1303,0.4248,G1/S,1.5503,CD8 - Unassigned2,""
CY89A_Core_15_B09_S21_comb,89,B_cell,3067,-19.0657,6.5666,0.0105,-0.1045,Not cycling,0.8875,MHC-II,""
CY89A_Core_15_G10_S82_comb,89,T_cell,3807,9.2696,8.5822,-0.0041,-0.0451,Not cycling,1.2192,CD8 - Cytotoxic,CD8 - Cytotoxic
CY89A_Core_15_D11_S47_comb,89,B_cell,2491,-18.2697,9.2113,0.0093,-0.1274,Not cycling,0.9847,Interferon,""
CY89A_CD45_POS_6_C02_S122_comb,89,T_cell,4028,16.5467,11.1671,-0.16,-0.0908,Not cycling,1.6051,CD4 - Treg,""
CY89A_CD45_POS_4_A02_S386_comb,89,T_cell,3817,16.1021,11.1299,0.174,-0.0843,Not cycling,0.8848,CD4 - Treg,""
CY89A_CD45_POS_6_B10_S118_comb,89,T_cell,3842,16.3757,10.9668,-0.0685,0.1954,Not cycling,1.7735,CD4 - Treg,""
CY89A_Core_15_F01_S61_comb,89,T_cell,2519,-1.6091,13.0229,-0.0982,-0.2082,Not cycling,0.7778,CD4 - Naive1,""
CY89A_CD45_POS_6_E10_S154_comb,89,T_cell,2054,8.5507,9.0837,-0.0157,-0.1141,Not cycling,0.8058,CD8 - Cytotoxic,""
CY89A_CD45_POS_6_B06_S114_comb,89,T_cell,3475,7.6279,7.6795,-0.0101,-0.0559,Not cycling,0.3733,CD8 - Chromatin,""
CY89A_Core_15_C02_S26_comb,89,T_cell,3884,9.0408,8.8923,0.141,0.1734,Not cycling,1.0978,CD8 - Cytotoxic,CD8 - Cytotoxic
CY89A_CD45_POS_10_G02_S266_comb,89,T_cell,3709,2.4209,16.5908,-0.0299,0.2983,Not cycling,0.9176,CD4 - Dysfunction,""
CY89A_CD45_POS_6_H08_S188_comb,89,T_cell,2599,-3.1236,12.9875,0.2605,-0.0083,Not cycling,1.6458,CD8 - Memory/Naive1,CD8 - Memory/Naive1
CY89A_CD45_POS_10_B06_S210_comb,89,"",3330,-18.4534,6.6947,,,"",,"",""
CY89A_Core_15_H07_S91_comb,89,T_cell,3260,8.9187,8.7149,-0.1273,-0.0098,Not cycling,0.3929,CD8 - Cytotoxic,""
CY89A_CD45_POS_6_C06_S126_comb,89,T_cell,2907,-2.1176,14.0216,-0.0448,-0.044,Not cycling,0.9319,CD8 - Memory/Naive1,""
CY89A_CD45_POS_10_B12_S216_comb,89,T_cell,4276,6.6765,8.4634,0.3068,0.1056,Not cycling,-0.0119,CD8 - Naive3,""
CY89A_Core_15_A11_S11_comb,89,T_cell,2343,9.0591,9.501,0.0409,0.0243,Not cycling,0.3066,CD8 - Heat shock,""
CY89A_Core_15_D01_S37_comb,89,"",2342,-4.1288,13.8085,,,"",,"",""
CY89A_CD45_POS_4_E01_S433_comb,89,T_cell,4451,9.4808,8.798,0.055,0.0474,Not cycling,0.7388,CD4 - Interferon,""
CY89A_CD45_POS_6_F08_S164_comb,89,T_cell,3753,-3.7487,13.4809,-0.1725,0.1188,Not cycling,0.7093,CD4 - Interferon,""
CY89A_CD45_POS_6_A02_S98_comb,89,B_cell,2290,-19.0268,7.2873,-0.0966,0.1609,Not cycling,0.9925,MHC-II,""
CY89A_CD45_POS_10_B07_S211_comb,89,T_cell,3194,10.0808,9.4461,-0.0421,0.3882,Not cycling,0.5282,CD8 - Cytotoxic,""
CY89A_Core_15_B12_S24_comb,89,T_cell,2865,8.6541,9.5169,-0.0321,-0.0514,Not cycling,0.5233,CD8 - Memory/Naive1,""
CY89A_CD45_POS_6_H09_S189_comb,89,B_cell,3016,-17.7673,6.6728,0.1674,-0.2132,Not cycling,0.6315,Plasma,""
CY89A_CD45_POS_4_A11_S395_comb,89,B_cell,3777,-17.9978,10.1101,-0.1175,-0.0375,Not cycling,0.7673,MHC-II,""
CY89A_Core_15_D12_S48_comb,89,T_cell,3003,-0.4087,11.4826,0.0068,-0.0732,Not cycling,1.3389,CD8 - Memory/Naive1,CD8 - Memory/Naive1
CY89A_CD45_POS_4_H11_S479_comb,89,T_cell,2488,9.8044,8.8283,0.1264,-0.2521,Not cycling,0.8308,CD8 - Chromatin,""
CY89A_CD45_POS_4_F05_S449_comb,89,T_cell,4850,12.3227,7.9715,2.0142,0.4373,G1/S,2.1259,CD8 - Glycolysis/MYC,""
CY89A_Core_15_G08_S80_comb,89,T_cell,2969,11.773,13.8666,0.1036,-0.0027,Not cycling,0.644,CD8 - Cytotoxic,""
CY89A_CD45_POS_6_A05_S101_comb,89,Macrophage,4741,16.9492,-17.5542,0.0775,0.26,Not cycling,,"",""
CY89A_CD45_POS_6_A06_S102_comb,89,B_cell,2272,-17.3963,9.8006,-0.0872,-0.0166,Not cycling,0.5468,Metabolism/MYC,""
CY89A_Core_15_H04_S88_comb,89,T_cell,3520,9.5638,8.6781,-0.0224,0.0462,Not cycling,0.287,CD8 - Unassigned2,""
CY89A_CD45_POS_10_E06_S246_comb,89,Macrophage,8263,16.6323,-16.2689,-0.0184,-0.0905,Not cycling,,"",""
CY89A_Core_15_E06_S54_comb,89,B_cell,2233,-19.6192,5.9594,-0.0706,0.0028,Not cycling,0.5481,MHC-II,""
CY89A_Core_15_B08_S20_comb,89,B_cell,3363,-18.343,9.971,-0.0253,-0.1563,Not cycling,0.5115,MHC-II,""
CY89A_CD45_POS_6_H10_S190_comb,89,Macrophage,3105,13.3889,-17.0438,-0.0442,0.1108,Not cycling,,"",""
CY89A_CD45_POS_4_G12_S468_comb,89,"",3787,1.3627,14.4214,,,"",,"",""
CY89A_CD45_POS_6_B01_S109_comb,89,T_cell,3617,-2.7364,13.2626,0.1213,-0.0058,Not cycling,1.2103,CD8 - Memory/Naive1,CD8 - Memory/Naive1
CY89A_CD45_POS_6_G12_S180_comb,89,B_cell,3349,-18.8818,6.5399,0.0866,0.0815,Not cycling,1.2708,Interferon,Interferon
CY89A_CD45_POS_4_D11_S431_comb,89,T_cell,4419,9.3308,8.7221,-0.0695,0.1415,Not cycling,1.5592,CD4 - Cytotoxic,CD4 - Cytotoxic
CY89A_Core_15_G09_S81_comb,89,Macrophage,3994,14.48,-16.8251,0.0996,0.2376,Not cycling,,"",""
CY89A_Core_15_F06_S66_comb,89,B_cell,4559,19.2306,36.6046,0.085,0.2857,Not cycling,4.5855,Plasma,Plasma
CY89A_CD45_POS_10_F02_S254_comb,89,T_cell,3522,-1.0615,13.4782,-0.0203,-0.0908,Not cycling,0.3502,CD8 - Naive2,""
CY89A_CD45_POS_4_F10_S454_comb,89,B_cell,4442,-18.8397,6.4409,-0.0045,-0.1545,Not cycling,0.414,MHC-II,""
CY89A_CD45_POS_6_F07_S163_comb,89,B_cell,3145,-17.3413,9.0434,0.066,0.0506,Not cycling,0.3137,Cell Cycle,""
CY89A_CD45_POS_6_D01_S133_comb,89,"",2451,-18.5,10.1171,,,"",,"",""
CY89A_CD45_POS_4_B01_S397_comb,89,"",7042,14.8701,-15.6035,,,"",,"",""
CY89A_CD45_POS_6_C12_S132_comb,89,B_cell,2902,-17.6366,8.285,-0.0422,-0.044,Not cycling,1.0114,MHC-II,MHC-II
CY89A_CD45_POS_6_D08_S140_comb,89,B_cell,2657,-18.3248,9.1613,-0.0042,0.0348,Not cycling,0.2646,MHC-II,""
CY89A_Core_15_G03_S75_comb,89,T_cell,3114,7.0838,8.4545,0.1904,-0.0089,Not cycling,0.8251,CD4 - Cytotoxic,""
CY89A_CD45_POS_4_A07_S391_comb,89,T_cell,3097,-2.8898,12.358,0.0178,0.0568,Not cycling,1.1672,CD8 - Memory/Naive1,CD8 - Memory/Naive1
CY89A_CD45_POS_4_B08_S404_comb,89,T_cell,4411,-1.7991,12.7068,0.0593,0.1347,Not cycling,1.4096,CD4 - Naive1,CD4 - Naive1
CY89A_Core_15_A04_S4_comb,89,B_cell,2601,-18.5224,5.8875,-0.0035,-0.0391,Not cycling,0.5205,MHC-II,""
CY89A_CD45_POS_10_E12_S252_comb,89,T_cell,4669,12.892,7.1519,2.5394,1.235,G1/S,3.6396,CD8 - Cell Cycle,CD8 - Cell Cycle
CY89A_CD45_POS_10_A03_S195_comb,89,"",4296,24.867,-10.0402,,,"",,"",""
CY89A_Core_15_D10_S46_comb,89,T_cell,3890,7.7848,7.537,-0.0343,-0.0412,Not cycling,0.2889,CD4 - Dysfunction,""
CY89A_CD45_POS_4_D01_S421_comb,89,Macrophage,6200,15.8595,-17.3863,0.0182,-0.2503,Not cycling,,"",""
CY89A_Core_15_C03_S27_comb,89,B_cell,2396,-18.1553,9.9868,-0.0626,0.0389,Not cycling,0.8679,MHC-II,""
CY89A_CD45_POS_4_H06_S474_comb,89,B_cell,1983,-19.2597,6.1463,-0.0791,0.1077,Not cycling,1.0391,MHC-II,MHC-II
CY89A_CD45_POS_10_H11_S287_comb,89,Macrophage,3583,14.2871,-16.9132,-0.0494,0.1747,Not cycling,,"",""
CY89A_Core_15_H08_S92_comb,89,T_cell,2667,-2.9132,13.391,0.0408,0.0753,Not cycling,1.1763,CD4 - Naive2,""
CY89A_CD45_POS_6_C03_S123_comb,89,"",2932,15.9419,11.2561,,,"",,"",""
CY89A_CD45_POS_4_G11_S467_comb,89,T_cell,3512,10.3945,11.4275,-0.0321,0.2001,Not cycling,1.7795,CD8 - Cytotoxic,CD8 - Cytotoxic
CY89A_Core_15_D09_S45_comb,89,T_cell,2560,8.6311,8.9738,-0.1224,-0.0181,Not cycling,0.9392,CD4 - Cytotoxic,""
CY89A_CD45_POS_4_B03_S399_comb,89,"",4951,19.1853,36.5616,,,"",,"",""
CY89A_Core_15_D08_S44_comb,89,T_cell,2435,-1.9488,13.0504,0.078,0.0653,Not cycling,0.9273,CD4 - Naive1,""
CY89A_CD45_POS_4_G06_S462_comb,89,Macrophage,6354,17.5716,-17.8871,-0.018,-0.1063,Not cycling,,"",""
CY89A_CD45_POS_6_A10_S106_comb,89,B_cell,2996,-18.5713,5.7024,0.0678,0.1242,Not cycling,1.3838,MHC-II,MHC-II
CY89A_CD45_POS_4_E10_S442_comb,89,B_cell,4519,-18.8332,5.9101,-0.0518,-0.0679,Not cycling,1.0234,MHC-II,MHC-II
CY89A_CD45_POS_10_H01_S277_comb,89,T_cell,4141,12.3004,7.0053,1.7752,1.3855,Intermediate,3.5372,CD4 - Cell Cycle,CD4 - Cell Cycle
CY89A_CD45_POS_6_F03_S159_comb,89,Macrophage,3406,14.8306,-16.7464,-0.0037,-0.0357,Not cycling,,"",""
CY89A_Core_15_D06_S42_comb,89,B_cell,2662,-19.2138,6.372,-0.0556,-0.1671,Not cycling,0.6103,HSP/Stress,""
CY89A_CD45_POS_4_C08_S416_comb,89,T_cell,3567,-4.272,12.9898,0.0684,-0.0869,Not cycling,1.4018,CD8 - Naive2,CD8 - Naive2
CY89A_CD45_POS_4_H02_S470_comb,89,T_cell,2919,-2.0602,12.8298,0.0941,-0.0158,Not cycling,1.2098,CD4 - Naive1,CD4 - Naive1
CY89A_CD45_POS_6_A04_S100_comb,89,Macrophage,5688,15.4016,-16.4918,-0.057,0.2031,Not cycling,,"",""
CY89A_CD45_POS_4_B05_S401_comb,89,B_cell,5730,-19.2286,6.2421,-0.0946,-0.0085,Not cycling,1.1445,Interferon,Interferon
CY89A_CD45_POS_10_G11_S275_comb,89,T_cell,3229,7.5556,7.7496,-0.0245,-0.0056,Not cycling,0.646,CD4 - Dysfunction,""
CY89A_CD45_POS_4_G10_S466_comb,89,"",6022,19.1815,36.5531,,,"",,"",""
CY89A_CD45_POS_10_G09_S273_comb,89,T_cell,2145,9.1035,9.2255,-0.0419,0.1323,Not cycling,1.2611,CD4 - Cytotoxic,CD4 - Cytotoxic
CY89A_Core_15_B11_S23_comb,89,T_cell,2781,-3.2251,12.8214,0.1409,0.0505,Not cycling,1.0738,CD4 - Naive1,CD4 - Naive1
CY89A_CD45_POS_4_A03_S387_comb,89,B_cell,3400,-18.4569,5.8098,-0.1088,0.0951,Not cycling,0.6318,Respiration,""
CY89A_CD45_POS_6_E04_S148_comb,89,T_cell,3449,13.2004,-0.0699,-0.0635,-0.1842,Not cycling,-0.2272,CD8 - Naive3,""
CY89A_CD45_POS_4_C11_S419_comb,89,B_cell,3825,-18.0365,7.283,0.0914,-0.0255,Not cycling,0.2435,MHC-II,""
CY89A_CD45_POS_6_G05_S173_comb,89,T_cell,3523,9.7984,9.8072,-0.0834,-0.0414,Not cycling,0.5367,CD8 - Unassigned2,""
CY89A_CD45_POS_6_A12_S108_comb,89,T_cell,2751,1.481,11.0132,0.0505,-0.0721,Not cycling,0.446,CD4 - Glycolysis/MYC,""
CY89A_CD45_POS_4_B11_S407_comb,89,B_cell,4803,-19.1608,6.2268,-0.1051,-0.1544,Not cycling,1.1769,MHC-II,MHC-II
CY89A_CD45_POS_4_H09_S477_comb,89,T_cell,2197,9.6131,8.7131,0.0658,0.2014,Not cycling,0.4984,CD8 - Heat shock,""
CY89A_CD45_POS_4_B10_S406_comb,89,T_cell,4541,9.7439,9.6562,0.1115,-0.1723,Not cycling,0.8378,CD4 - Cytotoxic,""
CY89A_CD45_POS_10_E11_S251_comb,89,T_cell,2404,16.191,11.4025,-0.0805,-0.0275,Not cycling,1.5479,CD4 - Treg,""
CY89A_CD45_POS_4_E06_S438_comb,89,B_cell,4406,-18.9567,6.9255,0.0213,0.148,Not cycling,0.0116,MHC-II,""
CY89A_Core_15_B07_S19_comb,89,T_cell,3793,12.3773,8.0592,1.5767,0.2539,G1/S,2.5832,CD8 - Interferon,CD8 - Interferon
CY89A_Core_15_A06_S6_comb,89,T_cell,3058,8.9179,9.0846,-0.0536,0.3858,Not cycling,0.6713,CD4 - Interferon,""
CY89A_CD45_POS_4_G07_S463_comb,89,T_cell,4109,9.8459,9.3671,-0.1023,0.3258,Not cycling,0.8753,CD8 - Cytotoxic,""
CY89A_CD45_POS_4_G04_S460_comb,89,T_cell,6892,12.6089,7.8003,2.2158,0.7131,G1/S,2.4933,CD8 - Cell Cycle,CD8 - Cell Cycle
CY89A_CD45_POS_6_H02_S182_comb,89,T_cell,3691,7.7109,8.1055,-0.0542,-0.0747,Not cycling,1.1668,CD8 - Glycolysis/MYC,""
CY89A_CD45_POS_6_H01_S181_comb,89,T_cell,2385,0.3419,17.352,-0.0585,-0.1765,Not cycling,0.7559,CD4 - Naive1,""
CY89A_Core_15_F07_S67_comb,89,T_cell,2599,9.8915,10.0449,-0.0929,-0.1381,Not cycling,0.9542,CD8 - Cytotoxic,""
CY89A_CD45_POS_6_F09_S165_comb,89,T_cell,2952,8.3224,8.7078,0.0655,-0.1322,Not cycling,0.9945,CD8 - Unassigned2,""
CY89A_CD45_POS_6_A08_S104_comb,89,"",3972,24.7555,-10.1937,,,"",,"",""
CY89A_CD45_POS_6_C09_S129_comb,89,T_cell,2612,-3.6221,13.8718,0.1616,-0.005,Not cycling,0.5237,CD4 - Naive1,""
